,SODAR-100,confidence,fill_method,data_quality
2021-12-31 17:20:00,6.1,1.0,original,original
2021-12-31 17:30:00,7.29,1.0,original,original
2021-12-31 17:40:00,7.64,1.0,original,original
2021-12-31 17:50:00,8.48,1.0,original,original
2021-12-31 18:00:00,7.42,1.0,original,original
2021-12-31 18:10:00,7.16,1.0,original,original
2021-12-31 18:20:00,7.47,1.0,original,original
2021-12-31 18:30:00,6.67,1.0,original,original
2021-12-31 18:40:00,6.29,1.0,original,original
2021-12-31 18:50:00,6.39,1.0,original,original
2021-12-31 19:00:00,7.03,1.0,original,original
2021-12-31 19:10:00,6.82,1.0,original,original
2021-12-31 19:20:00,7.69,1.0,original,original
2021-12-31 19:30:00,7.41,1.0,original,original
2021-12-31 19:40:00,7.03,1.0,original,original
2021-12-31 19:50:00,6.59,1.0,original,original
2021-12-31 20:00:00,5.85,1.0,original,original
2021-12-31 20:10:00,5.9,1.0,original,original
2021-12-31 20:20:00,5.65,1.0,original,original
2021-12-31 20:30:00,6.6,1.0,original,original
2021-12-31 20:40:00,5.94,1.0,original,original
2021-12-31 20:50:00,6.34,1.0,original,original
2021-12-31 21:00:00,7.1,1.0,original,original
2021-12-31 21:10:00,7.27,1.0,original,original
2021-12-31 21:20:00,7.01,1.0,original,original
2021-12-31 21:30:00,6.14,1.0,original,original
2021-12-31 21:40:00,5.38,1.0,original,original
2021-12-31 21:50:00,5.39,1.0,original,original
2021-12-31 22:00:00,4.98,1.0,original,original
2021-12-31 22:10:00,4.88,1.0,original,original
2021-12-31 22:20:00,7.49,1.0,original,original
2021-12-31 22:30:00,5.66,1.0,original,original
2021-12-31 22:40:00,4.94,1.0,original,original
2021-12-31 22:50:00,5.27,1.0,original,original
2021-12-31 23:00:00,5.2,1.0,original,original
2021-12-31 23:10:00,4.27,1.0,original,original
2021-12-31 23:20:00,4.76,1.0,original,original
2021-12-31 23:30:00,4.29,1.0,original,original
2021-12-31 23:40:00,5.04,1.0,original,original
2021-12-31 23:50:00,3.37,1.0,original,original
2022-01-01 00:00:00,6.66,1.0,original,original
2022-01-01 00:10:00,9.11,1.0,original,original
2022-01-01 00:20:00,7.36,1.0,original,original
2022-01-01 00:30:00,6.18,1.0,original,original
2022-01-01 00:40:00,5.13,1.0,original,original
2022-01-01 00:50:00,4.59,1.0,original,original
2022-01-01 01:00:00,4.22,1.0,original,original
2022-01-01 01:10:00,4.27,1.0,original,original
2022-01-01 01:20:00,5.11,1.0,original,original
2022-01-01 01:30:00,5.09,1.0,original,original
2022-01-01 01:40:00,4.48,1.0,original,original
2022-01-01 01:50:00,4.83,1.0,original,original
2022-01-01 02:00:00,5.12,1.0,original,original
2022-01-01 02:10:00,5.29,1.0,original,original
2022-01-01 02:20:00,5.09,1.0,original,original
2022-01-01 02:30:00,5.3,1.0,original,original
2022-01-01 02:40:00,5.61,1.0,original,original
2022-01-01 02:50:00,5.06,1.0,original,original
2022-01-01 03:00:00,4.92,1.0,original,original
2022-01-01 03:10:00,4.97,1.0,original,original
2022-01-01 03:20:00,4.8,1.0,original,original
2022-01-01 03:30:00,4.44,1.0,original,original
2022-01-01 03:40:00,3.98,1.0,original,original
2022-01-01 03:50:00,4.19,1.0,original,original
2022-01-01 04:00:00,4.48,1.0,original,original
2022-01-01 04:10:00,4.16,1.0,original,original
2022-01-01 04:20:00,2.99,1.0,original,original
2022-01-01 04:30:00,1.24,1.0,original,original
2022-01-01 04:40:00,2.71,1.0,original,original
2022-01-01 04:50:00,2.72,1.0,original,original
2022-01-01 05:00:00,1.06,1.0,original,original
2022-01-01 05:10:00,1.53,1.0,original,original
2022-01-01 05:20:00,2.14,1.0,original,original
2022-01-01 05:30:00,2.92,1.0,original,original
2022-01-01 05:40:00,3.39,1.0,original,original
2022-01-01 05:50:00,4.1,1.0,original,original
2022-01-01 06:00:00,4.32,1.0,original,original
2022-01-01 06:10:00,4.07,1.0,original,original
2022-01-01 06:20:00,4.38,1.0,original,original
2022-01-01 06:30:00,4.23,1.0,original,original
2022-01-01 06:40:00,3.23,1.0,original,original
2022-01-01 06:50:00,4.33,1.0,original,original
2022-01-01 07:00:00,5.56,1.0,original,original
2022-01-01 07:10:00,7.2,1.0,original,original
2022-01-01 07:20:00,6.97,1.0,original,original
2022-01-01 07:30:00,6.19,1.0,original,original
2022-01-01 07:40:00,6.55,1.0,original,original
2022-01-01 07:50:00,5.69,1.0,original,original
2022-01-01 08:00:00,5.41,1.0,original,original
2022-01-01 08:10:00,5.88,1.0,original,original
2022-01-01 08:20:00,5.38,1.0,original,original
2022-01-01 08:30:00,5.31,1.0,original,original
2022-01-01 08:40:00,4.08,1.0,original,original
2022-01-01 08:50:00,4.19,1.0,original,original
2022-01-01 09:00:00,4.1,1.0,original,original
2022-01-01 09:10:00,4.16,1.0,original,original
2022-01-01 09:20:00,4.31,1.0,original,original
2022-01-01 09:30:00,3.4,1.0,original,original
2022-01-01 09:40:00,3.37,1.0,original,original
2022-01-01 09:50:00,3.36,1.0,original,original
2022-01-01 10:00:00,2.78,1.0,original,original
2022-01-01 10:10:00,3.02,1.0,original,original
2022-01-01 10:20:00,3.26,1.0,original,original
2022-01-01 10:30:00,2.94,1.0,original,original
2022-01-01 10:40:00,2.57,1.0,original,original
2022-01-01 10:50:00,2.48,1.0,original,original
2022-01-01 11:00:00,2.19,1.0,original,original
2022-01-01 11:10:00,2.09,1.0,original,original
2022-01-01 11:20:00,1.27,1.0,original,original
2022-01-01 11:30:00,1.48,1.0,original,original
2022-01-01 11:40:00,1.27,1.0,original,original
2022-01-01 11:50:00,1.88,1.0,original,original
2022-01-01 12:00:00,1.34,1.0,original,original
2022-01-01 12:10:00,2.01,1.0,original,original
2022-01-01 12:20:00,1.82,1.0,original,original
2022-01-01 12:30:00,1.67,1.0,original,original
2022-01-01 12:40:00,2.51,1.0,original,original
2022-01-01 12:50:00,2.16,1.0,original,original
2022-01-01 13:00:00,1.27,1.0,original,original
2022-01-01 13:10:00,2.78,1.0,original,original
2022-01-01 13:20:00,2.23,1.0,original,original
2022-01-01 13:30:00,1.94,1.0,original,original
2022-01-01 13:40:00,2.56,1.0,original,original
2022-01-01 13:50:00,1.89,1.0,original,original
2022-01-01 14:00:00,2.53,1.0,original,original
2022-01-01 14:10:00,3.75,1.0,original,original
2022-01-01 14:20:00,4.57,1.0,original,original
2022-01-01 14:30:00,4.57,1.0,original,original
2022-01-01 14:40:00,4.57,1.0,original,original
2022-01-01 14:50:00,4.41,1.0,original,original
2022-01-01 15:00:00,3.81,1.0,original,original
2022-01-01 15:10:00,4.42,1.0,original,original
2022-01-01 15:20:00,5.04,1.0,original,original
2022-01-01 15:30:00,4.64,1.0,original,original
2022-01-01 15:40:00,4.41,1.0,original,original
2022-01-01 15:50:00,3.5,1.0,original,original
2022-01-01 16:00:00,4.08,1.0,original,original
2022-01-01 16:10:00,4.36,1.0,original,original
2022-01-01 16:20:00,4.53,1.0,original,original
2022-01-01 16:30:00,3.95,1.0,original,original
2022-01-01 16:40:00,3.52,1.0,original,original
2022-01-01 16:50:00,3.78,1.0,original,original
2022-01-01 17:00:00,2.91,1.0,original,original
2022-01-01 17:10:00,2.47,1.0,original,original
2022-01-01 17:20:00,2.9,1.0,original,original
2022-01-01 17:30:00,2.48,1.0,original,original
2022-01-01 17:40:00,2.78,1.0,original,original
2022-01-01 17:50:00,3.17,1.0,original,original
2022-01-01 18:00:00,2.97,1.0,original,original
2022-01-01 18:10:00,4.35,1.0,original,original
2022-01-01 18:20:00,3.83,1.0,original,original
2022-01-01 18:30:00,3.35,1.0,original,original
2022-01-01 18:40:00,3.6,1.0,original,original
2022-01-01 18:50:00,3.25,1.0,original,original
2022-01-01 19:00:00,4.33,1.0,original,original
2022-01-01 19:10:00,2.92,1.0,original,original
2022-01-01 19:20:00,4.01,1.0,original,original
2022-01-01 19:30:00,3.62,1.0,original,original
2022-01-01 19:40:00,3.57,1.0,original,original
2022-01-01 19:50:00,3.71,1.0,original,original
2022-01-01 20:00:00,3.59,1.0,original,original
2022-01-01 20:10:00,3.35,1.0,original,original
2022-01-01 20:20:00,2.52,1.0,original,original
2022-01-01 20:30:00,2.88,1.0,original,original
2022-01-01 20:40:00,4.18,1.0,original,original
2022-01-01 20:50:00,6.925,0.9875,interpolation,original
2022-01-01 21:00:00,9.67,0.9875,interpolation,original
2022-01-01 21:10:00,9.63,1.0,original,original
2022-01-01 21:20:00,7.49,1.0,original,original
2022-01-01 21:30:00,6.41,1.0,original,original
2022-01-01 21:40:00,6.24,1.0,original,original
2022-01-01 21:50:00,9.14,1.0,original,original
2022-01-01 22:00:00,8.52,1.0,original,original
2022-01-01 22:10:00,8.7,1.0,original,original
2022-01-01 22:20:00,8.69,1.0,original,original
2022-01-01 22:30:00,8.36,1.0,original,original
2022-01-01 22:40:00,8.03,1.0,original,original
2022-01-01 22:50:00,7.43,1.0,original,original
2022-01-01 23:00:00,6.71,1.0,original,original
2022-01-01 23:10:00,6.04,1.0,original,original
2022-01-01 23:20:00,6.24,1.0,original,original
2022-01-01 23:30:00,6.16,1.0,original,original
2022-01-01 23:40:00,7.15,1.0,original,original
2022-01-01 23:50:00,6.79,1.0,original,original
2022-01-02 00:00:00,6.61,1.0,original,original
2022-01-02 00:10:00,6.63,1.0,original,original
2022-01-02 00:20:00,8.0,1.0,original,original
2022-01-02 00:30:00,7.41,1.0,original,original
2022-01-02 00:40:00,7.31,1.0,original,original
2022-01-02 00:50:00,7.13,1.0,original,original
2022-01-02 01:00:00,7.08,1.0,original,original
2022-01-02 01:10:00,7.05,1.0,original,original
2022-01-02 01:20:00,6.26,1.0,original,original
2022-01-02 01:30:00,6.26,1.0,original,original
2022-01-02 01:40:00,5.68,1.0,original,original
2022-01-02 01:50:00,5.29,1.0,original,original
2022-01-02 02:00:00,6.06,1.0,original,original
2022-01-02 02:10:00,5.56,1.0,original,original
2022-01-02 02:20:00,6.15,1.0,original,original
2022-01-02 02:30:00,5.96,1.0,original,original
2022-01-02 02:40:00,6.19,1.0,original,original
2022-01-02 02:50:00,6.5,1.0,original,original
2022-01-02 03:00:00,6.27,1.0,original,original
2022-01-02 03:10:00,5.84,1.0,original,original
2022-01-02 03:20:00,5.21,1.0,original,original
2022-01-02 03:30:00,6.04,1.0,original,original
2022-01-02 03:40:00,6.58,1.0,original,original
2022-01-02 03:50:00,7.75,1.0,original,original
2022-01-02 04:00:00,7.62,1.0,original,original
2022-01-02 04:10:00,6.31,1.0,original,original
2022-01-02 04:20:00,7.34,1.0,original,original
2022-01-02 04:30:00,7.79,1.0,original,original
2022-01-02 04:40:00,8.53,1.0,original,original
2022-01-02 04:50:00,7.34,1.0,original,original
2022-01-02 05:00:00,7.83,1.0,original,original
2022-01-02 05:10:00,7.1,1.0,original,original
2022-01-02 05:20:00,7.21,1.0,original,original
2022-01-02 05:30:00,7.88,1.0,original,original
2022-01-02 05:40:00,8.36,1.0,original,original
2022-01-02 05:50:00,8.33,1.0,original,original
2022-01-02 06:00:00,7.94,1.0,original,original
2022-01-02 06:10:00,7.72,1.0,original,original
2022-01-02 06:20:00,7.62,1.0,original,original
2022-01-02 06:30:00,7.79,1.0,original,original
2022-01-02 06:40:00,6.98,1.0,original,original
2022-01-02 06:50:00,8.06,1.0,original,original
2022-01-02 07:00:00,8.1,1.0,original,original
2022-01-02 07:10:00,7.66,1.0,original,original
2022-01-02 07:20:00,7.88,1.0,original,original
2022-01-02 07:30:00,6.82,1.0,original,original
2022-01-02 07:40:00,6.94,1.0,original,original
2022-01-02 07:50:00,7.66,1.0,original,original
2022-01-02 08:00:00,8.81,1.0,original,original
2022-01-02 08:10:00,8.77,1.0,original,original
2022-01-02 08:20:00,8.23,1.0,original,original
2022-01-02 08:30:00,8.29,1.0,original,original
2022-01-02 08:40:00,8.8,1.0,original,original
2022-01-02 08:50:00,9.21,1.0,original,original
2022-01-02 09:00:00,9.4,1.0,original,original
2022-01-02 09:10:00,8.95,1.0,original,original
2022-01-02 09:20:00,9.76,1.0,original,original
2022-01-02 09:30:00,10.19,1.0,original,original
2022-01-02 09:40:00,10.85,1.0,original,original
2022-01-02 09:50:00,12.31,1.0,original,original
2022-01-02 10:00:00,10.71,1.0,original,original
2022-01-02 10:10:00,9.68,1.0,original,original
2022-01-02 10:20:00,10.61,1.0,original,original
2022-01-02 10:30:00,9.8,1.0,original,original
2022-01-02 10:40:00,10.09,1.0,original,original
2022-01-02 10:50:00,8.77,1.0,original,original
2022-01-02 11:00:00,9.68,1.0,original,original
2022-01-02 11:10:00,10.91,1.0,original,original
2022-01-02 11:20:00,9.64,1.0,original,original
2022-01-02 11:30:00,9.77,1.0,original,original
2022-01-02 11:40:00,11.15,1.0,original,original
2022-01-02 11:50:00,10.4,1.0,original,original
2022-01-02 12:00:00,10.14,1.0,original,original
2022-01-02 12:10:00,8.04,1.0,original,original
2022-01-02 12:20:00,7.01,1.0,original,original
2022-01-02 12:30:00,7.77,1.0,original,original
2022-01-02 12:40:00,8.51,1.0,original,original
2022-01-02 12:50:00,7.39,1.0,original,original
2022-01-02 13:00:00,7.52,1.0,original,original
2022-01-02 13:10:00,6.77,1.0,original,original
2022-01-02 13:20:00,7.39,1.0,original,original
2022-01-02 13:30:00,8.21,1.0,original,original
2022-01-02 13:40:00,8.83,1.0,original,original
2022-01-02 13:50:00,8.25,1.0,original,original
2022-01-02 14:00:00,9.18,1.0,original,original
2022-01-02 14:10:00,8.56,1.0,original,original
2022-01-02 14:20:00,7.58,1.0,original,original
2022-01-02 14:30:00,8.27,1.0,original,original
2022-01-02 14:40:00,7.66,1.0,original,original
2022-01-02 14:50:00,7.8,1.0,original,original
2022-01-02 15:00:00,8.73,1.0,original,original
2022-01-02 15:10:00,9.36,1.0,original,original
2022-01-02 15:20:00,9.54,1.0,original,original
2022-01-02 15:30:00,8.21,1.0,original,original
2022-01-02 15:40:00,7.66,1.0,original,original
2022-01-02 15:50:00,10.25,1.0,original,original
2022-01-02 16:00:00,9.21,1.0,original,original
2022-01-02 16:10:00,8.76,1.0,original,original
2022-01-02 16:20:00,9.82,1.0,original,original
2022-01-02 16:30:00,8.57,1.0,original,original
2022-01-02 16:40:00,9.41,1.0,original,original
2022-01-02 16:50:00,10.51,1.0,original,original
2022-01-02 17:00:00,9.15,1.0,original,original
2022-01-02 17:10:00,7.45,1.0,original,original
2022-01-02 17:20:00,8.27,1.0,original,original
2022-01-02 17:30:00,8.86,1.0,original,original
2022-01-02 17:40:00,7.33,1.0,original,original
2022-01-02 17:50:00,8.9,1.0,original,original
2022-01-02 18:00:00,9.04,1.0,original,original
2022-01-02 18:10:00,8.97,1.0,original,original
2022-01-02 18:20:00,9.47,1.0,original,original
2022-01-02 18:30:00,10.6,1.0,original,original
2022-01-02 18:40:00,9.96,1.0,original,original
2022-01-02 18:50:00,9.15,1.0,original,original
2022-01-02 19:00:00,11.57,1.0,original,original
2022-01-02 19:10:00,10.53,1.0,original,original
2022-01-02 19:20:00,10.39,1.0,original,original
2022-01-02 19:30:00,9.82,1.0,original,original
2022-01-02 19:40:00,8.48,1.0,original,original
2022-01-02 19:50:00,8.04,1.0,original,original
2022-01-02 20:00:00,10.25,1.0,original,original
2022-01-02 20:10:00,10.78,1.0,original,original
2022-01-02 20:20:00,10.49,1.0,original,original
2022-01-02 20:30:00,10.55,1.0,original,original
2022-01-02 20:40:00,10.58,1.0,original,original
2022-01-02 20:50:00,10.01,1.0,original,original
2022-01-02 21:00:00,8.79,1.0,original,original
2022-01-02 21:10:00,8.62,1.0,original,original
2022-01-02 21:20:00,8.94,1.0,original,original
2022-01-02 21:30:00,7.46,1.0,original,original
2022-01-02 21:40:00,9.35,1.0,original,original
2022-01-02 21:50:00,9.89,1.0,original,original
2022-01-02 22:00:00,7.71,1.0,original,original
2022-01-02 22:10:00,7.96,1.0,original,original
2022-01-02 22:20:00,7.57,1.0,original,original
2022-01-02 22:30:00,7.56,1.0,original,original
2022-01-02 22:40:00,6.46,1.0,original,original
2022-01-02 22:50:00,6.7,1.0,original,original
2022-01-02 23:00:00,6.06,1.0,original,original
2022-01-02 23:10:00,6.44,1.0,original,original
2022-01-02 23:20:00,5.96,1.0,original,original
2022-01-02 23:30:00,5.25,1.0,original,original
2022-01-02 23:40:00,4.75,1.0,original,original
2022-01-02 23:50:00,5.22,1.0,original,original
2022-01-03 00:00:00,5.33,1.0,original,original
2022-01-03 00:10:00,5.33,1.0,original,original
2022-01-03 00:20:00,5.55,1.0,original,original
2022-01-03 00:30:00,5.79,1.0,original,original
2022-01-03 00:40:00,5.38,1.0,original,original
2022-01-03 00:50:00,4.9,1.0,original,original
2022-01-03 01:00:00,4.95,1.0,original,original
2022-01-03 01:10:00,4.56,1.0,original,original
2022-01-03 01:20:00,4.73,1.0,original,original
2022-01-03 01:30:00,4.42,1.0,original,original
2022-01-03 01:40:00,3.77,1.0,original,original
2022-01-03 01:50:00,3.37,1.0,original,original
2022-01-03 02:00:00,2.42,1.0,original,original
2022-01-03 02:10:00,2.7,1.0,original,original
2022-01-03 02:20:00,3.37,1.0,original,original
2022-01-03 02:30:00,3.06,1.0,original,original
2022-01-03 02:40:00,3.2,1.0,original,original
2022-01-03 02:50:00,2.81,1.0,original,original
2022-01-03 03:00:00,3.26,1.0,original,original
2022-01-03 03:10:00,3.8,1.0,original,original
2022-01-03 03:20:00,3.86,1.0,original,original
2022-01-03 03:30:00,3.92,1.0,original,original
2022-01-03 03:40:00,5.38,1.0,original,original
2022-01-03 03:50:00,6.01,1.0,original,original
2022-01-03 04:00:00,5.92,1.0,original,original
2022-01-03 04:10:00,6.39,1.0,original,original
2022-01-03 04:20:00,6.01,1.0,original,original
2022-01-03 04:30:00,6.13,1.0,original,original
2022-01-03 04:40:00,7.45,1.0,original,original
2022-01-03 04:50:00,8.25,1.0,original,original
2022-01-03 05:00:00,8.56,1.0,original,original
2022-01-03 05:10:00,8.54,1.0,original,original
2022-01-03 05:20:00,8.6,1.0,original,original
2022-01-03 05:30:00,8.34,1.0,original,original
2022-01-03 05:40:00,8.45,1.0,original,original
2022-01-03 05:50:00,7.18,1.0,original,original
2022-01-03 06:00:00,5.96,1.0,original,original
2022-01-03 06:10:00,6.74,1.0,original,original
2022-01-03 06:20:00,6.9,1.0,original,original
2022-01-03 06:30:00,5.96,1.0,original,original
2022-01-03 06:40:00,5.14,1.0,original,original
2022-01-03 06:50:00,5.03,1.0,original,original
2022-01-03 07:00:00,4.48,1.0,original,original
2022-01-03 07:10:00,4.1,1.0,original,original
2022-01-03 07:20:00,3.83,1.0,original,original
2022-01-03 07:30:00,3.41,1.0,original,original
2022-01-03 07:40:00,3.46,1.0,original,original
2022-01-03 07:50:00,3.6,1.0,original,original
2022-01-03 08:00:00,3.72,1.0,original,original
2022-01-03 08:10:00,3.89,1.0,original,original
2022-01-03 08:20:00,4.35,1.0,original,original
2022-01-03 08:30:00,3.22,1.0,original,original
2022-01-03 08:40:00,2.6,1.0,original,original
2022-01-03 08:50:00,3.36,1.0,original,original
2022-01-03 09:00:00,2.63,1.0,original,original
2022-01-03 09:10:00,2.29,1.0,original,original
2022-01-03 09:20:00,3.01,1.0,original,original
2022-01-03 09:30:00,4.33,1.0,original,original
2022-01-03 09:40:00,5.72,1.0,original,original
2022-01-03 09:50:00,6.75,1.0,original,original
2022-01-03 10:00:00,7.14,1.0,original,original
2022-01-03 10:10:00,7.16,1.0,original,original
2022-01-03 10:20:00,6.74,1.0,original,original
2022-01-03 10:30:00,7.31,1.0,original,original
2022-01-03 10:40:00,6.92,1.0,original,original
2022-01-03 10:50:00,5.53,1.0,original,original
2022-01-03 11:00:00,5.22,1.0,original,original
2022-01-03 11:10:00,5.25,1.0,original,original
2022-01-03 11:20:00,7.27,1.0,original,original
2022-01-03 11:30:00,8.52,1.0,original,original
2022-01-03 11:40:00,7.88,1.0,original,original
2022-01-03 11:50:00,7.58,1.0,original,original
2022-01-03 12:00:00,7.51,1.0,original,original
2022-01-03 12:10:00,7.75,1.0,original,original
2022-01-03 12:20:00,7.78,1.0,original,original
2022-01-03 12:30:00,10.25,1.0,original,original
2022-01-03 12:40:00,9.28,1.0,original,original
2022-01-03 12:50:00,10.44,1.0,original,original
2022-01-03 13:00:00,8.87,1.0,original,original
2022-01-03 13:10:00,8.81,1.0,original,original
2022-01-03 13:20:00,8.81,1.0,original,original
2022-01-03 13:30:00,8.05,1.0,original,original
2022-01-03 13:40:00,7.72,1.0,original,original
2022-01-03 13:50:00,7.71,1.0,original,original
2022-01-03 14:00:00,8.16,1.0,original,original
2022-01-03 14:10:00,7.5,1.0,original,original
2022-01-03 14:20:00,7.81,1.0,original,original
2022-01-03 14:30:00,7.04,1.0,original,original
2022-01-03 14:40:00,7.4,1.0,original,original
2022-01-03 14:50:00,6.48,1.0,original,original
2022-01-03 15:00:00,6.32,1.0,original,original
2022-01-03 15:10:00,6.6,1.0,original,original
2022-01-03 15:20:00,7.0,1.0,original,original
2022-01-03 15:30:00,6.79,1.0,original,original
2022-01-03 15:40:00,8.36,1.0,original,original
2022-01-03 15:50:00,7.06,1.0,original,original
2022-01-03 16:00:00,6.62,1.0,original,original
2022-01-03 16:10:00,5.65,1.0,original,original
2022-01-03 16:20:00,6.26,1.0,original,original
2022-01-03 16:30:00,5.25,1.0,original,original
2022-01-03 16:40:00,4.12,1.0,original,original
2022-01-03 16:50:00,3.94,1.0,original,original
2022-01-03 17:00:00,3.64,1.0,original,original
2022-01-03 17:10:00,4.49,1.0,original,original
2022-01-03 17:20:00,6.35,1.0,original,original
2022-01-03 17:30:00,6.555,0.9875,interpolation,original
2022-01-03 17:40:00,6.76,0.9875,interpolation,original
2022-01-03 17:50:00,6.34,1.0,original,original
2022-01-03 18:00:00,6.67,1.0,original,original
2022-01-03 18:10:00,6.86,1.0,original,original
2022-01-03 18:20:00,7.44,1.0,original,original
2022-01-03 18:30:00,7.68,1.0,original,original
2022-01-03 18:40:00,6.66,1.0,original,original
2022-01-03 18:50:00,6.33,1.0,original,original
2022-01-03 19:00:00,5.93,1.0,original,original
2022-01-03 19:10:00,6.05,1.0,original,original
2022-01-03 19:20:00,7.12,1.0,original,original
2022-01-03 19:30:00,8.02,1.0,original,original
2022-01-03 19:40:00,8.49,1.0,original,original
2022-01-03 19:50:00,8.77,1.0,original,original
2022-01-03 20:00:00,8.32,1.0,original,original
2022-01-03 20:10:00,8.03,1.0,original,original
2022-01-03 20:20:00,7.85,1.0,original,original
2022-01-03 20:30:00,7.58,1.0,original,original
2022-01-03 20:40:00,7.88,1.0,original,original
2022-01-03 20:50:00,7.07,1.0,original,original
2022-01-03 21:00:00,7.25,1.0,original,original
2022-01-03 21:10:00,6.47,1.0,original,original
2022-01-03 21:20:00,6.68,1.0,original,original
2022-01-03 21:30:00,7.3,1.0,original,original
2022-01-03 21:40:00,6.83,1.0,original,original
2022-01-03 21:50:00,5.4,1.0,original,original
2022-01-03 22:00:00,5.55,1.0,original,original
2022-01-03 22:10:00,5.0,1.0,original,original
2022-01-03 22:20:00,5.13,1.0,original,original
2022-01-03 22:30:00,6.2,1.0,original,original
2022-01-03 22:40:00,5.96,1.0,original,original
2022-01-03 22:50:00,5.41,1.0,original,original
2022-01-03 23:00:00,4.16,1.0,original,original
2022-01-03 23:10:00,3.53,1.0,original,original
2022-01-03 23:20:00,3.18,1.0,original,original
2022-01-03 23:30:00,3.86,1.0,original,original
2022-01-03 23:40:00,3.71,1.0,original,original
2022-01-03 23:50:00,3.33,1.0,original,original
2022-01-04 00:00:00,3.25,1.0,original,original
2022-01-04 00:10:00,3.1,1.0,original,original
2022-01-04 00:20:00,3.31,1.0,original,original
2022-01-04 00:30:00,4.45,1.0,original,original
2022-01-04 00:40:00,5.12,1.0,original,original
2022-01-04 00:50:00,5.47,1.0,original,original
2022-01-04 01:00:00,5.17,1.0,original,original
2022-01-04 01:10:00,4.2,1.0,original,original
2022-01-04 01:20:00,4.68,1.0,original,original
2022-01-04 01:30:00,4.05,1.0,original,original
2022-01-04 01:40:00,3.82,1.0,original,original
2022-01-04 01:50:00,2.18,1.0,original,original
2022-01-04 02:00:00,2.24,1.0,original,original
2022-01-04 02:10:00,2.67,1.0,original,original
2022-01-04 02:20:00,2.78,1.0,original,original
2022-01-04 02:30:00,3.6,1.0,original,original
2022-01-04 02:40:00,4.39,1.0,original,original
2022-01-04 02:50:00,4.75,1.0,original,original
2022-01-04 03:00:00,4.7,1.0,original,original
2022-01-04 03:10:00,4.25,1.0,original,original
2022-01-04 03:20:00,4.38,1.0,original,original
2022-01-04 03:30:00,4.2,1.0,original,original
2022-01-04 03:40:00,4.03,1.0,original,original
2022-01-04 03:50:00,4.5,1.0,original,original
2022-01-04 04:00:00,3.7,1.0,original,original
2022-01-04 04:10:00,3.68,1.0,original,original
2022-01-04 04:20:00,3.22,1.0,original,original
2022-01-04 04:30:00,1.98,1.0,original,original
2022-01-04 04:40:00,1.56,1.0,original,original
2022-01-04 04:50:00,2.1,1.0,original,original
2022-01-04 05:00:00,1.58,1.0,original,original
2022-01-04 05:10:00,2.33,1.0,original,original
2022-01-04 05:20:00,2.42,1.0,original,original
2022-01-04 05:30:00,1.56,1.0,original,original
2022-01-04 05:40:00,1.82,1.0,original,original
2022-01-04 05:50:00,1.27,1.0,original,original
2022-01-04 06:00:00,1.56,1.0,original,original
2022-01-04 06:10:00,1.9,1.0,original,original
2022-01-04 06:20:00,2.83,1.0,original,original
2022-01-04 06:30:00,2.67,1.0,original,original
2022-01-04 06:40:00,2.79,1.0,original,original
2022-01-04 06:50:00,3.17,1.0,original,original
2022-01-04 07:00:00,3.5,1.0,original,original
2022-01-04 07:10:00,4.56,1.0,original,original
2022-01-04 07:20:00,4.37,1.0,original,original
2022-01-04 07:30:00,3.75,1.0,original,original
2022-01-04 07:40:00,3.58,1.0,original,original
2022-01-04 07:50:00,3.4,1.0,original,original
2022-01-04 08:00:00,3.06,1.0,original,original
2022-01-04 08:10:00,3.04,1.0,original,original
2022-01-04 08:20:00,3.14,1.0,original,original
2022-01-04 08:30:00,3.27,1.0,original,original
2022-01-04 08:40:00,3.36,1.0,original,original
2022-01-04 08:50:00,2.48,1.0,original,original
2022-01-04 09:00:00,2.79,1.0,original,original
2022-01-04 09:10:00,2.4,1.0,original,original
2022-01-04 09:20:00,1.93,1.0,original,original
2022-01-04 09:30:00,2.96,1.0,original,original
2022-01-04 09:40:00,2.77,1.0,original,original
2022-01-04 09:50:00,3.39,1.0,original,original
2022-01-04 10:00:00,2.82,1.0,original,original
2022-01-04 10:10:00,3.01,1.0,original,original
2022-01-04 10:20:00,3.3,1.0,original,original
2022-01-04 10:30:00,3.89,1.0,original,original
2022-01-04 10:40:00,3.29,1.0,original,original
2022-01-04 10:50:00,4.47,1.0,original,original
2022-01-04 11:00:00,4.28,1.0,original,original
2022-01-04 11:10:00,4.36,1.0,original,original
2022-01-04 11:20:00,3.69,1.0,original,original
2022-01-04 11:30:00,5.58,1.0,original,original
2022-01-04 11:40:00,5.78,1.0,original,original
2022-01-04 11:50:00,5.43,1.0,original,original
2022-01-04 12:00:00,5.84,1.0,original,original
2022-01-04 12:10:00,6.37,1.0,original,original
2022-01-04 12:20:00,7.2,1.0,original,original
2022-01-04 12:30:00,6.7,1.0,original,original
2022-01-04 12:40:00,6.72,1.0,original,original
2022-01-04 12:50:00,6.02,1.0,original,original
2022-01-04 13:00:00,6.27,1.0,original,original
2022-01-04 13:10:00,6.61,1.0,original,original
2022-01-04 13:20:00,7.91,1.0,original,original
2022-01-04 13:30:00,7.43,1.0,original,original
2022-01-04 13:40:00,6.97,1.0,original,original
2022-01-04 13:50:00,6.24,1.0,original,original
2022-01-04 14:00:00,7.3,1.0,original,original
2022-01-04 14:10:00,7.14,1.0,original,original
